object,night,filter,source_file,output_file,bias_source,bias_days_offset,flat_source,flat_days_offset
HII 2244,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110124.091.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110124/20110124.091.fits.gz,night-specific,0,night-specific,0
HII 2244,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110124.092.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110124/20110124.092.fits.gz,night-specific,0,night-specific,0
HII 2244,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110124.098.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110124/20110124.098.fits.gz,night-specific,0,night-specific,0
HII 2244,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110124.099.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110124/20110124.099.fits.gz,night-specific,0,night-specific,0
HII 2244,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110124.104.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110124/20110124.104.fits.gz,night-specific,0,night-specific,0
HII 2244,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110124.105.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110124/20110124.105.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.046.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.046.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.047.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.047.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.052.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.052.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.053.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.053.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.059.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.059.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.060.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.060.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.065.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.065.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.066.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.066.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.072.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.072.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.073.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.073.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.078.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.078.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.079.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.079.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.085.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.085.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.086.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.086.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.091.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.091.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.092.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.092.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.098.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.098.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.099.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.099.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.104.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.104.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.105.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.105.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.111.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.111.fits.gz,night-specific,0,night-specific,0
HII 2244,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110125.112.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110125/20110125.112.fits.gz,night-specific,0,night-specific,0
HII 2244,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110315.050.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110315/20110315.050.fits,nearest-night,1,night-specific,0
HII 2244,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110315.051.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110315/20110315.051.fits,nearest-night,1,night-specific,0
HII 2244,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110315.056.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110315/20110315.056.fits,nearest-night,1,night-specific,0
HII 2244,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110315.057.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110315/20110315.057.fits,nearest-night,1,night-specific,0
HII 2244,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110315.063.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110315/20110315.063.fits,nearest-night,1,night-specific,0
HII 2244,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110315.064.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110315/20110315.064.fits,nearest-night,1,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.043.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.043.fits,night-specific,0,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.044.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.044.fits,night-specific,0,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.049.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.049.fits,night-specific,0,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.050.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.050.fits,night-specific,0,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.056.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.056.fits,night-specific,0,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.057.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.057.fits,night-specific,0,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.062.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.062.fits,night-specific,0,night-specific,0
HII 2244,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110316.063.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110316/20110316.063.fits,night-specific,0,night-specific,0
HII 2244,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110317.046.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110317/20110317.046.fits,night-specific,0,night-specific,0
HII 2244,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110317.049.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110317/20110317.049.fits,night-specific,0,night-specific,0
HII 2244,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110317.052.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110317/20110317.052.fits,night-specific,0,night-specific,0
HII 2244,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110317.055.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110317/20110317.055.fits,night-specific,0,night-specific,0
HII 2244,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20110317.058.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20110317/20110317.058.fits,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.038.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.038.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.039.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.039.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.044.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.044.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.045.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.045.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.051.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.051.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.052.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.052.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.057.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.057.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.058.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.058.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.064.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.064.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.065.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.065.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.070.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.070.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.071.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.071.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.077.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.077.fits.gz,night-specific,0,night-specific,0
HII 2244,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2244/20111113.078.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2244/20111113/20111113.078.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.040.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.040.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.041.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.041.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.046.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.046.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.047.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.047.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.053.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.053.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.054.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.054.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.059.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.059.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.060.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.060.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.066.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.066.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.067.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.067.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.072.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.072.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.073.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.073.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.079.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.079.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.080.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.080.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.085.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.085.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.086.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.086.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.092.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.092.fits,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.092.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.092.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.093.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.093.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.098.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.098.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.099.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.099.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.105.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.105.fits.gz,night-specific,0,night-specific,0
HII 2927,20110122,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110122.106.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110122/20110122.106.fits.gz,night-specific,0,night-specific,0
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.030.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.030.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.031.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.031.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.036.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.036.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.037.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.037.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.043.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.043.fits.gz,night-specific,0,night-specific,1
