object,night,filter,source_file,output_file,bias_source,bias_days_offset,flat_source,flat_days_offset
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.044.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.044.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.049.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.049.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.050.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.050.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.056.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.056.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.057.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.057.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.062.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.062.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.063.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.063.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.069.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.069.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.070.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.070.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.075.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.075.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.076.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.076.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.082.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.082.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.083.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.083.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.088.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.088.fits.gz,night-specific,0,night-specific,1
HII 2927,20110123,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110123.089.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110123/20110123.089.fits.gz,night-specific,0,night-specific,1
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.048.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.048.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.049.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.049.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.054.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.054.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.055.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.055.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.061.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.061.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.062.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.062.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.067.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.067.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.068.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.068.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.074.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.074.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.075.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.075.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.080.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.080.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.081.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.081.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.087.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.087.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.088.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.088.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.093.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.093.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.094.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.094.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.100.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.100.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.101.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.101.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.106.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.106.fits.gz,night-specific,0,night-specific,0
HII 2927,20110124,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110124.107.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110124/20110124.107.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.048.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.048.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.049.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.049.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.054.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.054.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.055.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.055.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.061.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.061.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.062.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.062.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.067.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.067.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.068.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.068.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.074.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.074.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.075.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.075.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.080.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.080.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.081.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.081.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.087.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.087.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.088.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.088.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.093.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.093.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.094.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.094.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.100.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.100.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.101.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.101.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.106.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.106.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.107.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.107.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.113.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.113.fits.gz,night-specific,0,night-specific,0
HII 2927,20110125,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110125.114.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110125/20110125.114.fits.gz,night-specific,0,night-specific,0
HII 2927,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110315.052.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110315/20110315.052.fits,nearest-night,1,night-specific,0
HII 2927,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110315.053.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110315/20110315.053.fits,nearest-night,1,night-specific,0
HII 2927,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110315.058.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110315/20110315.058.fits,nearest-night,1,night-specific,0
HII 2927,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110315.059.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110315/20110315.059.fits,nearest-night,1,night-specific,0
HII 2927,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110315.065.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110315/20110315.065.fits,nearest-night,1,night-specific,0
HII 2927,20110315,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110315.066.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110315/20110315.066.fits,nearest-night,1,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.045.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.045.fits,night-specific,0,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.046.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.046.fits,night-specific,0,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.051.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.051.fits,night-specific,0,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.052.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.052.fits,night-specific,0,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.058.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.058.fits,night-specific,0,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.059.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.059.fits,night-specific,0,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.064.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.064.fits,night-specific,0,night-specific,0
HII 2927,20110316,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110316.065.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110316/20110316.065.fits,night-specific,0,night-specific,0
HII 2927,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110317.047.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110317/20110317.047.fits,night-specific,0,night-specific,0
HII 2927,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110317.050.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110317/20110317.050.fits,night-specific,0,night-specific,0
HII 2927,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110317.053.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110317/20110317.053.fits,night-specific,0,night-specific,0
HII 2927,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110317.056.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110317/20110317.056.fits,night-specific,0,night-specific,0
HII 2927,20110317,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20110317.059.fits,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20110317/20110317.059.fits,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.040.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.040.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.041.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.041.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.046.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.046.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.047.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.047.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.053.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.053.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.054.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.054.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.059.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.059.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.060.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.060.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.066.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.066.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.067.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.067.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.072.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.072.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.073.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.073.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.079.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.079.fits.gz,night-specific,0,night-specific,0
HII 2927,20111113,open,/Volumes/starstuff/Frames/NURO_2011/sorted/HII 2927/20111113.080.fits.gz,/Volumes/starstuff/Frames/NURO_2011/calibrated_nnf/HII 2927/20111113/20111113.080.fits.gz,night-specific,0,night-specific,0
